Tensao,Corrente
-10,-0.0001547434
-9.9,-0.0001315809
-9.8,-0.0001210524
-9.7,-0.0001183644
-9.6,-0.000116871
-9.5,-0.0001162059
-9.4,-0.0001122887
-9.3,-0.0001086121
-9.2,-0.0001061748
-9.1,-0.0001015566
-9,-9.714949E-05
-8.9,-9.659532E-05
-8.8,-9.614483E-05
-8.7,-9.359758E-05
-8.6,-8.996054E-05
-8.5,-8.958041E-05
-8.4,-8.952983E-05
-8.3,-8.563732E-05
-8.2,-8.247421E-05
-8.1,-8.220644E-05
-8,-8.266179E-05
-7.9,-7.848672E-05
-7.8,-7.409062E-05
-7.7,-7.404745E-05
-7.6,-7.531001E-05
-7.5,-7.080907E-05
-7.4,-6.824451E-05
-7.3,-6.751637E-05
-7.2,-6.701779E-05
-7.1,-6.331409E-05
-7,-5.937103E-05
-6.9,-5.902297E-05
-6.8,-6.027073E-05
-6.7,-5.637079E-05
-6.6,-5.333108E-05
-6.5,-5.227962E-05
-6.4,-5.321879E-05
-6.3,-4.971258E-05
-6.2,-4.688269E-05
-6.1,-4.645693E-05
-6,-4.520056E-05
-5.9,-4.186838E-05
-5.8,-3.826713E-05
-5.7,-3.823382E-05
-5.6,-3.80857E-05
-5.5,-3.487077E-05
-5.4,-3.119548E-05
-5.3,-3.099431E-05
-5.2,-3.046486E-05
-5.1,-2.603183E-05
-5,-2.311554E-05
-4.9,-2.285883E-05
-4.8,-2.243674E-05
-4.7,-1.852821E-05
-4.6,-1.556628E-05
-4.5,-1.540459E-05
-4.4,-1.475913E-05
-4.3,-1.120727E-05
-4.2,-7.545564E-06
-4.1,-7.667743E-06
-4,-6.934665E-06
-3.9,-1.44642E-06
-3.8,8.318343E-07
-3.7,1.490887E-06
-3.6,2.668294E-06
-3.5,7.551944E-06
-3.4,1.110145E-05
-3.3,1.27281E-05
-3.2,1.466822E-05
-3.1,1.955804E-05
-3,2.433063E-05
-2.9,2.3658E-05
-2.8,2.560183E-05
-2.7,2.992148E-05
-2.6,3.431146E-05
-2.5,3.533457E-05
-2.4,3.68366E-05
-2.3,4.101673E-05
-2.2,4.600157E-05
-2.1,4.763196E-05
-2,4.982876E-05
-1.9,5.478773E-05
-1.8,6.064881E-05
-1.7,6.303204E-05
-1.6,6.579905E-05
-1.5,7.212673E-05
-1.4,7.862591E-05
-1.3,8.156699E-05
-1.2,8.545712E-05
-1.1,9.38532E-05
-1,0.0001039637
-0.9,0.0001164585
-0.8,0.0001371483
-0.7,0.0001721261
-0.6,0.0002234891
-0.5,0.000301419
-0.4,0.0004241383
-0.3,0.00059147
-0.2,0.0007965321
-0.1,0.001042354
0,0.001360135
0.1,0.001589732
0.2,0.001857756
0.3,0.002129523
0.4,0.002428054
0.5,0.002723442
0.6,0.003029431
0.7,0.003326275
0.8,0.003642576
0.9,0.003938843
1,0.004237354
1.1,0.004528857
1.2,0.00482361
1.3,0.005090144
1.4,0.005349318
1.5,0.005602112
1.6,0.005855468
1.7,0.00608363
1.8,0.006288203
1.9,0.006498525
2,0.00671093
2.1,0.006920928
2.2,0.007113675
2.3,0.007290139
2.4,0.007461013
2.5,0.007632674
2.6,0.007796046
2.7,0.007939385
2.8,0.008098598
2.9,0.008243708
3,0.008377397
3.1,0.008508973
3.2,0.008648478
3.3,0.00877862
3.4,0.008888377
3.5,0.009015208
3.6,0.009130503
3.7,0.009255628
3.8,0.009381583
3.9,0.009481804
4,0.009596129
4.1,0.009724276
4.2,0.009842739
4.3,0.009960961
4.4,0.01007622
4.5,0.0101833
4.6,0.01029359
4.7,0.01039774
4.8,0.01049608
4.9,0.01062266
5,0.01071912
5.1,0.01082533
5.2,0.01091847
5.3,0.01101318
5.4,0.01110748
5.5,0.01120206
5.6,0.01129384
5.7,0.01138854
5.8,0.01147692
5.9,0.01156666
6,0.01165073
6.1,0.01173107
6.2,0.01180159
6.3,0.01187894
6.4,0.0119486
6.5,0.01203779
6.6,0.01209712
6.7,0.01216321
6.8,0.01225469
6.9,0.01233209
7,0.01237837
7.1,0.01244326
7.2,0.01253475
7.3,0.01258406
7.4,0.01262779
7.5,0.01271404
7.6,0.01274754
7.7,0.01281239
7.8,0.01288882
7.9,0.01291744
8,0.01297291
8.1,0.01302256
8.2,0.01309922
8.3,0.01312508
8.4,0.01314702
8.5,0.01323097
8.6,0.013267
8.7,0.01331309
8.8,0.01337247
8.9,0.01342083
9,0.01346642
9.1,0.01350933
9.2,0.01354374
9.3,0.01358818
9.4,0.013637
9.5,0.01365932
9.6,0.01369391
9.7,0.01374879
9.8,0.01380351
9.9,0.01385581
10,0.01388167
